CustomerID,SurveyDate,SatisfactionScore,CustomerFeedback,AgeGroup,Gender,Region,RepeatCustomer
CUST02261,2024-04-04 04:00:00,1.0,Great service!,26-35,Female,Europe,0
CUST02262,2024-04-04 05:00:00,1.0,Had issues with billing.,46-60,Female,Africa,1
CUST02263,2024-04-04 06:00:00,7.0,Delivery was late.,60+,Female,Africa,0
CUST02264,2024-04-04 07:00:00,8.0,Delivery was late.,46-60,Male,Asia,0
CUST02265,2024-04-04 08:00:00,3.0,Product quality needs improvement.,36-45,Non-Binary,Asia,0
CUST02266,2024-04-04 09:00:00,5.0,Very satisfied!,46-60,Male,Australia,1
CUST02267,2024-04-04 10:00:00,1.0,Website was easy to use.,18-25,Female,Africa,0
CUST02268,2024-04-04 11:00:00,7.0,Very satisfied!,60+,Prefer not to say,Europe,0
CUST02269,2024-04-04 12:00:00,5.0,Product quality needs improvement.,46-60,Female,South America,0
CUST02270,2024-04-04 13:00:00,8.0,Very satisfied!,18-25,Non-Binary,South America,0
CUST02271,2024-04-04 14:00:00,8.0,Customer support was helpful.,26-35,Male,North America,0
CUST02272,2024-04-04 15:00:00,9.0,Very satisfied!,46-60,Non-Binary,Europe,0
CUST02273,2024-04-04 16:00:00,7.0,Product did not meet expectations.,60+,Prefer not to say,South America,1
CUST02274,2024-04-04 17:00:00,1.0,Product did not meet expectations.,18-25,Non-Binary,Europe,0
CUST02275,2024-04-04 18:00:00,3.0,Website was easy to use.,46-60,Male,Africa,0
CUST02276,2024-04-04 19:00:00,8.0,Customer support was helpful.,26-35,Prefer not to say,Europe,1
CUST02277,2024-04-04 20:00:00,3.0,Had issues with billing.,46-60,Non-Binary,South America,0
CUST02278,2024-04-04 21:00:00,8.0,Great service!,18-25,Male,Europe,1
CUST02279,2024-04-04 22:00:00,1.0,Customer support was helpful.,46-60,Male,Asia,1
CUST02280,2024-04-04 23:00:00,5.0,Price is too high.,60+,Female,North America,0
CUST02281,2024-04-05 00:00:00,4.0,Shipping was fast.,36-45,Non-Binary,Australia,0
CUST02282,2024-04-05 01:00:00,5.0,Product quality needs improvement.,18-25,Prefer not to say,South America,1
CUST02283,2024-04-05 02:00:00,8.0,Price is too high.,18-25,Female,Africa,1
CUST02284,2024-04-05 03:00:00,10.0,Website was easy to use.,18-25,Non-Binary,Australia,1
CUST02285,2024-04-05 04:00:00,4.0,Price is too high.,18-25,Non-Binary,North America,1
CUST02286,2024-04-05 05:00:00,4.0,Product did not meet expectations.,46-60,Prefer not to say,Asia,0
CUST02287,2024-04-05 06:00:00,3.0,Very satisfied!,60+,Female,Asia,1
CUST02288,2024-04-05 07:00:00,7.0,Great service!,26-35,Female,Asia,1
CUST02289,2024-04-05 08:00:00,3.0,Delivery was late.,60+,Prefer not to say,Asia,1
CUST02290,2024-04-05 09:00:00,3.0,Product quality needs improvement.,18-25,Female,South America,0
CUST02291,2024-04-05 10:00:00,10.0,Delivery was late.,46-60,Male,South America,1
CUST02292,2024-04-05 11:00:00,5.0,Very satisfied!,46-60,Prefer not to say,Europe,1
CUST02293,2024-04-05 12:00:00,5.0,Product did not meet expectations.,18-25,Non-Binary,Africa,0
CUST02294,2024-04-05 13:00:00,6.0,Product did not meet expectations.,46-60,Prefer not to say,Europe,0
CUST02295,2024-04-05 14:00:00,8.0,Very satisfied!,18-25,Male,Africa,1
CUST02296,2024-04-05 15:00:00,10.0,Product quality needs improvement.,60+,Prefer not to say,North America,1
CUST02297,2024-04-05 16:00:00,6.0,Delivery was late.,36-45,Non-Binary,Europe,1
CUST02298,2024-04-05 17:00:00,1.0,Customer support was helpful.,46-60,Non-Binary,North America,0
CUST02299,2024-04-05 18:00:00,8.0,Product did not meet expectations.,18-25,Prefer not to say,North America,0
CUST02300,2024-04-05 19:00:00,5.482161270365023,Delivery was late.,18-25,Prefer not to say,North America,1
CUST02301,2024-04-05 20:00:00,9.0,Had issues with billing.,46-60,Male,Asia,1
CUST02302,2024-04-05 21:00:00,9.0,Delivery was late.,26-35,Male,Australia,1
CUST02303,2024-04-05 22:00:00,2.0,Had issues with billing.,18-25,Non-Binary,Australia,0
CUST02304,2024-04-05 23:00:00,2.0,Had issues with billing.,46-60,Female,South America,1
CUST02305,2024-04-06 00:00:00,3.0,Product did not meet expectations.,18-25,Female,North America,1
CUST02306,2024-04-06 01:00:00,1.0,Product quality needs improvement.,26-35,Female,Asia,0
CUST02307,2024-04-06 02:00:00,4.0,Website was easy to use.,36-45,Female,Europe,1
CUST02308,2024-04-06 03:00:00,4.0,Product did not meet expectations.,26-35,Non-Binary,Europe,0
CUST02309,2024-04-06 04:00:00,9.0,Product quality needs improvement.,60+,Female,South America,0
CUST02310,2024-04-06 05:00:00,9.0,Product quality needs improvement.,46-60,Female,South America,1
CUST02311,2024-04-06 06:00:00,9.0,Price is too high.,26-35,Prefer not to say,North America,0
CUST02312,2024-04-06 07:00:00,10.0,Very satisfied!,36-45,Female,North America,0
CUST02313,2024-04-06 08:00:00,7.0,Very satisfied!,18-25,Prefer not to say,Europe,1
CUST02314,2024-04-06 09:00:00,2.0,Very satisfied!,46-60,Non-Binary,Europe,0
CUST02315,2024-04-06 10:00:00,10.0,Shipping was fast.,26-35,Prefer not to say,Europe,0
CUST02316,2024-04-06 11:00:00,5.0,Product did not meet expectations.,36-45,Male,Europe,1
CUST02317,2024-04-06 12:00:00,4.0,Product quality needs improvement.,26-35,Prefer not to say,Australia,1
CUST02318,2024-04-06 13:00:00,5.482161270365023,Price is too high.,60+,Female,North America,1
CUST02319,2024-04-06 14:00:00,2.0,Had issues with billing.,46-60,Prefer not to say,North America,1
CUST02320,2024-04-06 15:00:00,6.0,Website was easy to use.,18-25,Prefer not to say,Europe,1
CUST02321,2024-04-06 16:00:00,5.0,Website was easy to use.,36-45,Non-Binary,Asia,0
CUST02322,2024-04-06 17:00:00,2.0,Had issues with billing.,26-35,Non-Binary,Europe,0
CUST02323,2024-04-06 18:00:00,10.0,Delivery was late.,46-60,Female,Africa,0
CUST02324,2024-04-06 19:00:00,1.0,Delivery was late.,26-35,Male,South America,0
CUST02325,2024-04-06 20:00:00,8.0,Very satisfied!,46-60,Male,Africa,0
CUST02326,2024-04-06 21:00:00,5.482161270365023,No Feedback,60+,Prefer not to say,Asia,1
CUST02327,2024-04-06 22:00:00,7.0,Shipping was fast.,26-35,Male,South America,1
CUST02328,2024-04-06 23:00:00,9.0,Price is too high.,60+,Non-Binary,Asia,1
CUST02329,2024-04-07 00:00:00,9.0,Website was easy to use.,36-45,Female,South America,1
CUST02330,2024-04-07 01:00:00,8.0,Very satisfied!,60+,Female,Europe,0
CUST02331,2024-04-07 02:00:00,10.0,Great service!,46-60,Non-Binary,Europe,1
CUST02332,2024-04-07 03:00:00,9.0,Very satisfied!,36-45,Female,Asia,1
CUST02333,2024-04-07 04:00:00,2.0,Great service!,26-35,Prefer not to say,South America,0
CUST02334,2024-04-07 05:00:00,6.0,Customer support was helpful.,26-35,Female,Australia,0
CUST02335,2024-04-07 06:00:00,4.0,Product quality needs improvement.,46-60,Male,Asia,1
CUST02336,2024-04-07 07:00:00,4.0,Had issues with billing.,18-25,Female,Asia,0
CUST02337,2024-04-07 08:00:00,5.0,Product quality needs improvement.,18-25,Female,Africa,0
CUST02338,2024-04-07 09:00:00,3.0,Very satisfied!,26-35,Non-Binary,North America,1
CUST02339,2024-04-07 10:00:00,1.0,Product quality needs improvement.,46-60,Non-Binary,Asia,0
CUST02340,2024-04-07 11:00:00,8.0,Price is too high.,18-25,Male,Australia,1
CUST02341,2024-04-07 12:00:00,5.0,Customer support was helpful.,60+,Non-Binary,Europe,0
CUST02342,2024-04-07 13:00:00,3.0,Shipping was fast.,26-35,Male,South America,0
CUST02343,2024-04-07 14:00:00,10.0,Customer support was helpful.,60+,Prefer not to say,North America,0
CUST02344,2024-04-07 15:00:00,7.0,Website was easy to use.,46-60,Male,South America,0
CUST02345,2024-04-07 16:00:00,7.0,Price is too high.,60+,Female,Europe,1
CUST02346,2024-04-07 17:00:00,1.0,Product quality needs improvement.,18-25,Male,Asia,0
CUST02347,2024-04-07 18:00:00,9.0,Shipping was fast.,18-25,Prefer not to say,Africa,1
CUST02348,2024-04-07 19:00:00,2.0,Product quality needs improvement.,36-45,Female,Australia,1
CUST02349,2024-04-07 20:00:00,5.0,Product did not meet expectations.,26-35,Male,North America,0
CUST02350,2024-04-07 21:00:00,5.0,Product did not meet expectations.,46-60,Non-Binary,Australia,0
CUST02351,2024-04-07 22:00:00,8.0,Delivery was late.,26-35,Non-Binary,Australia,1
CUST02352,2024-04-07 23:00:00,8.0,Customer support was helpful.,60+,Non-Binary,Australia,0
CUST02353,2024-04-08 00:00:00,7.0,Shipping was fast.,46-60,Male,Australia,0
CUST02354,2024-04-08 01:00:00,7.0,Product did not meet expectations.,46-60,Male,Europe,1
CUST02355,2024-04-08 02:00:00,5.482161270365023,No Feedback,18-25,Prefer not to say,Australia,0
CUST02356,2024-04-08 03:00:00,6.0,Price is too high.,60+,Female,Africa,1
CUST02357,2024-04-08 04:00:00,9.0,Shipping was fast.,18-25,Female,Australia,0
CUST02358,2024-04-08 05:00:00,6.0,Delivery was late.,18-25,Female,Europe,0
CUST02359,2024-04-08 06:00:00,2.0,Had issues with billing.,36-45,Female,South America,0
CUST02360,2024-04-08 07:00:00,2.0,Shipping was fast.,18-25,Male,Europe,0
CUST02361,2024-04-08 08:00:00,5.0,Very satisfied!,26-35,Male,Africa,0
CUST02362,2024-04-08 09:00:00,4.0,Delivery was late.,46-60,Prefer not to say,Africa,0
CUST02363,2024-04-08 10:00:00,2.0,Product quality needs improvement.,18-25,Female,Asia,1
CUST02364,2024-04-08 11:00:00,3.0,Very satisfied!,26-35,Male,Europe,1
CUST02365,2024-04-08 12:00:00,7.0,Had issues with billing.,60+,Male,South America,0
CUST02366,2024-04-08 13:00:00,8.0,Product did not meet expectations.,46-60,Male,Asia,0
CUST02367,2024-04-08 14:00:00,6.0,Great service!,60+,Male,Asia,1
CUST02368,2024-04-08 15:00:00,5.0,Delivery was late.,26-35,Female,North America,1
CUST02369,2024-04-08 16:00:00,1.0,Price is too high.,60+,Female,Australia,1
CUST02370,2024-04-08 17:00:00,8.0,Delivery was late.,60+,Male,Asia,0
CUST02371,2024-04-08 18:00:00,3.0,Great service!,60+,Non-Binary,Asia,0
CUST02372,2024-04-08 19:00:00,6.0,Had issues with billing.,18-25,Prefer not to say,Africa,0
CUST02373,2024-04-08 20:00:00,3.0,Had issues with billing.,18-25,Female,South America,1
CUST02374,2024-04-08 21:00:00,7.0,Very satisfied!,18-25,Female,Asia,1
CUST02375,2024-04-08 22:00:00,7.0,Shipping was fast.,46-60,Non-Binary,South America,0
CUST02376,2024-04-08 23:00:00,9.0,Price is too high.,26-35,Female,Australia,1
CUST02377,2024-04-09 00:00:00,5.0,Very satisfied!,18-25,Non-Binary,Africa,0
CUST02378,2024-04-09 01:00:00,8.0,Price is too high.,60+,Non-Binary,North America,0
CUST02379,2024-04-09 02:00:00,10.0,Price is too high.,60+,Male,North America,1
CUST02380,2024-04-09 03:00:00,10.0,Great service!,60+,Female,Australia,0
CUST02381,2024-04-09 04:00:00,8.0,Very satisfied!,60+,Prefer not to say,Australia,1
CUST02382,2024-04-09 05:00:00,1.0,Price is too high.,36-45,Non-Binary,Africa,1
CUST02383,2024-04-09 06:00:00,5.0,Website was easy to use.,46-60,Prefer not to say,Africa,0
CUST02384,2024-04-09 07:00:00,5.482161270365023,Great service!,26-35,Male,Europe,0
CUST02385,2024-04-09 08:00:00,1.0,Had issues with billing.,26-35,Female,Asia,1
CUST02386,2024-04-09 09:00:00,4.0,Great service!,18-25,Male,Asia,0
CUST02387,2024-04-09 10:00:00,8.0,Product quality needs improvement.,36-45,Male,Asia,1
CUST02388,2024-04-09 11:00:00,3.0,Product quality needs improvement.,26-35,Prefer not to say,South America,0
CUST02389,2024-04-09 12:00:00,10.0,Price is too high.,46-60,Prefer not to say,Europe,1
CUST02390,2024-04-09 13:00:00,2.0,Very satisfied!,60+,Non-Binary,Asia,1
CUST02391,2024-04-09 14:00:00,9.0,Had issues with billing.,18-25,Female,South America,0
CUST02392,2024-04-09 15:00:00,10.0,Great service!,46-60,Male,South America,0
CUST02393,2024-04-09 16:00:00,5.0,Very satisfied!,26-35,Non-Binary,North America,1
CUST02394,2024-04-09 17:00:00,7.0,Great service!,36-45,Non-Binary,South America,1
CUST02395,2024-04-09 18:00:00,2.0,Great service!,18-25,Male,Australia,1
CUST02396,2024-04-09 19:00:00,9.0,Website was easy to use.,26-35,Male,Africa,1
CUST02397,2024-04-09 20:00:00,9.0,Product quality needs improvement.,18-25,Non-Binary,South America,0
CUST02398,2024-04-09 21:00:00,4.0,Great service!,26-35,Male,Australia,0
CUST02399,2024-04-09 22:00:00,4.0,Website was easy to use.,60+,Male,Australia,0
CUST02400,2024-04-09 23:00:00,6.0,Product quality needs improvement.,36-45,Prefer not to say,North America,1
CUST02401,2024-04-10 00:00:00,10.0,Website was easy to use.,60+,Female,North America,0
CUST02402,2024-04-10 01:00:00,10.0,Very satisfied!,26-35,Non-Binary,South America,1
CUST02403,2024-04-10 02:00:00,10.0,Shipping was fast.,46-60,Male,North America,1
CUST02404,2024-04-10 03:00:00,5.482161270365023,Product quality needs improvement.,60+,Non-Binary,North America,0
CUST02405,2024-04-10 04:00:00,1.0,Product did not meet expectations.,46-60,Female,Africa,0
CUST02406,2024-04-10 05:00:00,9.0,Shipping was fast.,26-35,Non-Binary,Asia,1
CUST02407,2024-04-10 06:00:00,5.482161270365023,Very satisfied!,36-45,Non-Binary,South America,1
CUST02408,2024-04-10 07:00:00,5.0,Great service!,46-60,Non-Binary,South America,0
CUST02409,2024-04-10 08:00:00,9.0,Had issues with billing.,26-35,Prefer not to say,South America,1
CUST02410,2024-04-10 09:00:00,4.0,Very satisfied!,46-60,Female,North America,0
CUST02411,2024-04-10 10:00:00,3.0,Website was easy to use.,60+,Female,Africa,0
CUST02412,2024-04-10 11:00:00,7.0,Website was easy to use.,26-35,Non-Binary,North America,1
CUST02413,2024-04-10 12:00:00,6.0,Website was easy to use.,60+,Non-Binary,Australia,1
CUST02414,2024-04-10 13:00:00,8.0,Website was easy to use.,18-25,Female,Europe,1
CUST02415,2024-04-10 14:00:00,3.0,Very satisfied!,26-35,Male,Europe,1
CUST02416,2024-04-10 15:00:00,5.0,Had issues with billing.,46-60,Prefer not to say,Europe,1
CUST02417,2024-04-10 16:00:00,10.0,Delivery was late.,18-25,Female,Asia,0
CUST02418,2024-04-10 17:00:00,4.0,Website was easy to use.,60+,Non-Binary,North America,0
CUST02419,2024-04-10 18:00:00,4.0,Delivery was late.,60+,Male,Australia,0
CUST02420,2024-04-10 19:00:00,4.0,Had issues with billing.,46-60,Male,Australia,0
CUST02421,2024-04-10 20:00:00,10.0,Had issues with billing.,18-25,Male,Europe,1
CUST02422,2024-04-10 21:00:00,8.0,Shipping was fast.,36-45,Prefer not to say,Africa,0
CUST02423,2024-04-10 22:00:00,6.0,Product quality needs improvement.,46-60,Prefer not to say,Asia,1
CUST02424,2024-04-10 23:00:00,3.0,Product did not meet expectations.,60+,Female,Asia,1
CUST02425,2024-04-11 00:00:00,10.0,Price is too high.,26-35,Female,Europe,1
CUST02426,2024-04-11 01:00:00,5.0,Product did not meet expectations.,18-25,Female,Europe,1
CUST02427,2024-04-11 02:00:00,6.0,Very satisfied!,36-45,Female,North America,1
CUST02428,2024-04-11 03:00:00,5.0,Price is too high.,26-35,Non-Binary,Africa,0
CUST02429,2024-04-11 04:00:00,6.0,Had issues with billing.,18-25,Prefer not to say,Asia,1
CUST02430,2024-04-11 05:00:00,8.0,Product did not meet expectations.,46-60,Male,Australia,1
CUST02431,2024-04-11 06:00:00,7.0,Customer support was helpful.,46-60,Non-Binary,Europe,0
CUST02432,2024-04-11 07:00:00,5.0,Product quality needs improvement.,18-25,Female,North America,0
CUST02433,2024-04-11 08:00:00,10.0,Product did not meet expectations.,36-45,Female,Australia,0
CUST02434,2024-04-11 09:00:00,6.0,Product quality needs improvement.,18-25,Non-Binary,Asia,1
CUST02435,2024-04-11 10:00:00,4.0,Delivery was late.,26-35,Male,Europe,1
CUST02436,2024-04-11 11:00:00,9.0,Very satisfied!,26-35,Prefer not to say,Africa,1
CUST02437,2024-04-11 12:00:00,4.0,Product quality needs improvement.,46-60,Prefer not to say,Europe,1
CUST02438,2024-04-11 13:00:00,1.0,Delivery was late.,18-25,Male,Africa,0
CUST02439,2024-04-11 14:00:00,7.0,Website was easy to use.,46-60,Prefer not to say,North America,0
CUST02440,2024-04-11 15:00:00,7.0,Delivery was late.,36-45,Female,North America,0
CUST02441,2024-04-11 16:00:00,4.0,Very satisfied!,26-35,Female,Asia,0
CUST02442,2024-04-11 17:00:00,3.0,Shipping was fast.,60+,Female,Africa,0
CUST02443,2024-04-11 18:00:00,8.0,Website was easy to use.,60+,Female,Europe,0
CUST02444,2024-04-11 19:00:00,5.0,Had issues with billing.,18-25,Male,North America,1
CUST02445,2024-04-11 20:00:00,10.0,Great service!,18-25,Prefer not to say,Europe,1
CUST02446,2024-04-11 21:00:00,7.0,Delivery was late.,60+,Prefer not to say,Asia,0
CUST02447,2024-04-11 22:00:00,4.0,Delivery was late.,18-25,Non-Binary,Africa,0
CUST02448,2024-04-11 23:00:00,4.0,Product quality needs improvement.,26-35,Male,Europe,0
CUST02449,2024-04-12 00:00:00,8.0,Had issues with billing.,36-45,Prefer not to say,Australia,0
CUST02450,2024-04-12 01:00:00,8.0,Product did not meet expectations.,36-45,Prefer not to say,Europe,1
CUST02451,2024-04-12 02:00:00,2.0,Customer support was helpful.,46-60,Non-Binary,South America,1
CUST02452,2024-04-12 03:00:00,2.0,Price is too high.,26-35,Female,South America,1
CUST02453,2024-04-12 04:00:00,3.0,Delivery was late.,18-25,Prefer not to say,Asia,0
CUST02454,2024-04-12 05:00:00,3.0,Product did not meet expectations.,18-25,Female,Asia,0
CUST02455,2024-04-12 06:00:00,1.0,Customer support was helpful.,46-60,Non-Binary,Asia,0
CUST02456,2024-04-12 07:00:00,3.0,Price is too high.,46-60,Prefer not to say,Australia,1
CUST02457,2024-04-12 08:00:00,6.0,Great service!,18-25,Female,Africa,1
CUST02458,2024-04-12 09:00:00,8.0,Product quality needs improvement.,18-25,Male,Australia,1
CUST02459,2024-04-12 10:00:00,10.0,Product did not meet expectations.,26-35,Female,Europe,0
CUST02460,2024-04-12 11:00:00,6.0,Product quality needs improvement.,46-60,Female,North America,1
CUST02461,2024-04-12 12:00:00,5.0,Price is too high.,26-35,Female,Africa,1
CUST02462,2024-04-12 13:00:00,5.482161270365023,No Feedback,18-25,Female,South America,0
CUST02463,2024-04-12 14:00:00,3.0,Delivery was late.,60+,Male,South America,1
CUST02464,2024-04-12 15:00:00,4.0,Website was easy to use.,60+,Non-Binary,South America,0
CUST02465,2024-04-12 16:00:00,7.0,Customer support was helpful.,18-25,Female,Europe,0
CUST02466,2024-04-12 17:00:00,1.0,Had issues with billing.,46-60,Female,Europe,0
CUST02467,2024-04-12 18:00:00,7.0,Very satisfied!,60+,Prefer not to say,Asia,1
CUST02468,2024-04-12 19:00:00,1.0,Delivery was late.,46-60,Prefer not to say,North America,1
CUST02469,2024-04-12 20:00:00,2.0,Website was easy to use.,60+,Male,Asia,0
CUST02470,2024-04-12 21:00:00,4.0,Very satisfied!,46-60,Male,Europe,1
CUST02471,2024-04-12 22:00:00,1.0,Product did not meet expectations.,60+,Male,Australia,0
CUST02472,2024-04-12 23:00:00,9.0,Very satisfied!,46-60,Prefer not to say,Asia,1
CUST02473,2024-04-13 00:00:00,6.0,Great service!,26-35,Female,Africa,0
CUST02474,2024-04-13 01:00:00,1.0,Delivery was late.,46-60,Prefer not to say,Europe,0
CUST02475,2024-04-13 02:00:00,1.0,Product quality needs improvement.,26-35,Non-Binary,Europe,1
CUST02476,2024-04-13 03:00:00,6.0,Shipping was fast.,26-35,Male,Australia,0
CUST02477,2024-04-13 04:00:00,4.0,Had issues with billing.,18-25,Male,Australia,0
CUST02478,2024-04-13 05:00:00,4.0,Product quality needs improvement.,26-35,Male,Australia,0
CUST02479,2024-04-13 06:00:00,6.0,Website was easy to use.,36-45,Non-Binary,North America,0
CUST02480,2024-04-13 07:00:00,7.0,Delivery was late.,26-35,Female,Africa,0
CUST02481,2024-04-13 08:00:00,5.482161270365023,No Feedback,46-60,Female,Europe,1
CUST02482,2024-04-13 09:00:00,10.0,Very satisfied!,26-35,Female,Australia,1
CUST02483,2024-04-13 10:00:00,5.0,Delivery was late.,46-60,Male,North America,0
CUST02484,2024-04-13 11:00:00,9.0,Very satisfied!,46-60,Female,South America,1
CUST02485,2024-04-13 12:00:00,4.0,Product did not meet expectations.,36-45,Prefer not to say,Africa,0
CUST02486,2024-04-13 13:00:00,10.0,Great service!,26-35,Male,South America,0
CUST02487,2024-04-13 14:00:00,2.0,Price is too high.,26-35,Non-Binary,South America,0
CUST02488,2024-04-13 15:00:00,5.482161270365023,No Feedback,60+,Non-Binary,Europe,0
CUST02489,2024-04-13 16:00:00,1.0,Website was easy to use.,60+,Female,North America,0
CUST02490,2024-04-13 17:00:00,6.0,Very satisfied!,18-25,Male,North America,1
CUST02491,2024-04-13 18:00:00,6.0,Product quality needs improvement.,46-60,Prefer not to say,South America,1
CUST02492,2024-04-13 19:00:00,1.0,Product did not meet expectations.,36-45,Prefer not to say,Africa,1
CUST02493,2024-04-13 20:00:00,3.0,Website was easy to use.,60+,Male,Asia,1
CUST02494,2024-04-13 21:00:00,5.0,Had issues with billing.,26-35,Female,South America,1
CUST02495,2024-04-13 22:00:00,3.0,Price is too high.,18-25,Non-Binary,Europe,1
CUST02496,2024-04-13 23:00:00,10.0,Product did not meet expectations.,36-45,Non-Binary,South America,0
CUST02497,2024-04-14 00:00:00,3.0,Great service!,26-35,Prefer not to say,Africa,1
CUST02498,2024-04-14 01:00:00,10.0,Price is too high.,26-35,Prefer not to say,Africa,0
CUST02499,2024-04-14 02:00:00,3.0,Very satisfied!,46-60,Prefer not to say,South America,0
CUST02500,2024-04-14 03:00:00,5.0,Website was easy to use.,46-60,Non-Binary,North America,1
CUST02501,2024-04-14 04:00:00,5.0,Had issues with billing.,60+,Prefer not to say,South America,1
CUST02502,2024-04-14 05:00:00,4.0,Customer support was helpful.,60+,Non-Binary,Australia,0
CUST02503,2024-04-14 06:00:00,1.0,Great service!,26-35,Non-Binary,Australia,0
CUST02504,2024-04-14 07:00:00,5.0,Shipping was fast.,26-35,Female,Asia,0
CUST02505,2024-04-14 08:00:00,10.0,Very satisfied!,60+,Female,Europe,0
CUST02506,2024-04-14 09:00:00,5.0,Customer support was helpful.,60+,Female,Europe,0
CUST02507,2024-04-14 10:00:00,4.0,Delivery was late.,26-35,Prefer not to say,North America,1
CUST02508,2024-04-14 11:00:00,5.482161270365023,Had issues with billing.,36-45,Non-Binary,Europe,1
CUST02509,2024-04-14 12:00:00,10.0,Product quality needs improvement.,26-35,Prefer not to say,Asia,0
CUST02510,2024-04-14 13:00:00,4.0,Shipping was fast.,36-45,Non-Binary,Australia,0
CUST02511,2024-04-14 14:00:00,7.0,Website was easy to use.,36-45,Female,North America,0
CUST02512,2024-04-14 15:00:00,7.0,Had issues with billing.,26-35,Female,Africa,0
CUST02513,2024-04-14 16:00:00,2.0,Price is too high.,18-25,Prefer not to say,Australia,0
CUST02514,2024-04-14 17:00:00,3.0,Product did not meet expectations.,60+,Non-Binary,Asia,0
CUST02515,2024-04-14 18:00:00,1.0,Price is too high.,46-60,Prefer not to say,North America,0
CUST02516,2024-04-14 19:00:00,8.0,Price is too high.,26-35,Male,South America,0
CUST02517,2024-04-14 20:00:00,9.0,Delivery was late.,36-45,Prefer not to say,Europe,1
CUST02518,2024-04-14 21:00:00,4.0,Great service!,26-35,Female,Asia,0
CUST02519,2024-04-14 22:00:00,6.0,Product quality needs improvement.,60+,Non-Binary,North America,0
CUST02520,2024-04-14 23:00:00,9.0,Shipping was fast.,36-45,Non-Binary,Australia,1
CUST02521,2024-04-15 00:00:00,6.0,Great service!,46-60,Prefer not to say,North America,0
CUST02522,2024-04-15 01:00:00,9.0,Had issues with billing.,46-60,Female,South America,0
CUST02523,2024-04-15 02:00:00,4.0,Price is too high.,46-60,Male,Asia,0
CUST02524,2024-04-15 03:00:00,8.0,Delivery was late.,18-25,Prefer not to say,North America,0
CUST02525,2024-04-15 04:00:00,9.0,Had issues with billing.,36-45,Non-Binary,Africa,1
CUST02526,2024-04-15 05:00:00,4.0,Product did not meet expectations.,36-45,Female,Asia,0
CUST02527,2024-04-15 06:00:00,5.0,Product quality needs improvement.,18-25,Non-Binary,Asia,0
CUST02528,2024-04-15 07:00:00,8.0,Shipping was fast.,36-45,Non-Binary,Australia,0
CUST02529,2024-04-15 08:00:00,10.0,Product did not meet expectations.,18-25,Non-Binary,Europe,1
CUST02530,2024-04-15 09:00:00,6.0,Delivery was late.,26-35,Non-Binary,Africa,0
CUST02531,2024-04-15 10:00:00,7.0,Product quality needs improvement.,60+,Male,South America,0
CUST02532,2024-04-15 11:00:00,3.0,Had issues with billing.,46-60,Female,North America,1
CUST02533,2024-04-15 12:00:00,7.0,Price is too high.,18-25,Prefer not to say,Europe,1
CUST02534,2024-04-15 13:00:00,8.0,Price is too high.,18-25,Female,Australia,1
CUST02535,2024-04-15 14:00:00,10.0,Very satisfied!,18-25,Female,Europe,1
CUST02536,2024-04-15 15:00:00,6.0,Price is too high.,26-35,Female,Asia,0
CUST02537,2024-04-15 16:00:00,10.0,Customer support was helpful.,18-25,Prefer not to say,Asia,1
CUST02538,2024-04-15 17:00:00,9.0,Price is too high.,60+,Female,South America,1
CUST02539,2024-04-15 18:00:00,6.0,Customer support was helpful.,60+,Prefer not to say,Africa,1
CUST02540,2024-04-15 19:00:00,9.0,Website was easy to use.,46-60,Prefer not to say,North America,0
CUST02541,2024-04-15 20:00:00,4.0,Customer support was helpful.,26-35,Male,North America,1
CUST02542,2024-04-15 21:00:00,8.0,Product quality needs improvement.,60+,Non-Binary,Australia,0
CUST02543,2024-04-15 22:00:00,4.0,Product did not meet expectations.,36-45,Prefer not to say,South America,0
CUST02544,2024-04-15 23:00:00,2.0,Product quality needs improvement.,36-45,Non-Binary,North America,1
CUST02545,2024-04-16 00:00:00,10.0,Product did not meet expectations.,36-45,Female,Africa,0
CUST02546,2024-04-16 01:00:00,9.0,Very satisfied!,18-25,Non-Binary,Asia,1
CUST02547,2024-04-16 02:00:00,5.482161270365023,No Feedback,18-25,Non-Binary,South America,1
CUST02548,2024-04-16 03:00:00,4.0,Product did not meet expectations.,36-45,Non-Binary,Europe,0
CUST02549,2024-04-16 04:00:00,2.0,Product did not meet expectations.,46-60,Female,South America,0
CUST02550,2024-04-16 05:00:00,1.0,Delivery was late.,46-60,Female,South America,0
CUST02551,2024-04-16 06:00:00,7.0,Great service!,18-25,Prefer not to say,Africa,0
CUST02552,2024-04-16 07:00:00,6.0,Great service!,36-45,Prefer not to say,Africa,1
CUST02553,2024-04-16 08:00:00,5.482161270365023,Delivery was late.,46-60,Male,North America,0
CUST02554,2024-04-16 09:00:00,8.0,Price is too high.,18-25,Female,Australia,0
CUST02555,2024-04-16 10:00:00,4.0,Delivery was late.,36-45,Male,Australia,0
CUST02556,2024-04-16 11:00:00,8.0,Product did not meet expectations.,26-35,Female,Africa,0
CUST02557,2024-04-16 12:00:00,7.0,Product did not meet expectations.,36-45,Non-Binary,North America,1
CUST02558,2024-04-16 13:00:00,5.0,Delivery was late.,36-45,Male,North America,1
CUST02559,2024-04-16 14:00:00,10.0,Delivery was late.,60+,Male,North America,0
CUST02560,2024-04-16 15:00:00,10.0,Price is too high.,60+,Male,Africa,0
