CustomerID,SurveyDate,SatisfactionScore,CustomerFeedback,AgeGroup,Gender,Region,RepeatCustomer,Sentiment,YearMonth,CleanFeedback,IssueCategory
CUST02849,2024-04-28 16:00:00,9.0,Had issues with billing.,26-35,Male,Australia,1,Neutral,2024-04,issues billing,Other
CUST02850,2024-04-28 17:00:00,4.0,Had issues with billing.,26-35,Prefer not to say,Europe,0,Neutral,2024-04,issues billing,Other
CUST02851,2024-04-28 18:00:00,3.0,Had issues with billing.,46-60,Female,Europe,1,Neutral,2024-04,issues billing,Other
CUST02852,2024-04-28 19:00:00,,,18-25,Female,Europe,1,Neutral,2024-04,,Other
CUST02853,2024-04-28 20:00:00,2.0,Product quality needs improvement.,26-35,Non-Binary,Asia,1,Neutral,2024-04,product quality needs improvement,Product Quality
CUST02854,2024-04-28 21:00:00,8.0,Very satisfied!,36-45,Female,Australia,0,Positive,2024-04,satisfied,Other
CUST02855,2024-04-28 22:00:00,1.0,Delivery was late.,36-45,Male,North America,0,Negative,2024-04,delivery late,Delivery Issues
CUST02856,2024-04-28 23:00:00,8.0,Very satisfied!,18-25,Female,Europe,1,Positive,2024-04,satisfied,Other
CUST02857,2024-04-29 00:00:00,7.0,Product did not meet expectations.,46-60,Female,Australia,1,Neutral,2024-04,product meet expectations,Other
CUST02858,2024-04-29 01:00:00,8.0,Delivery was late.,60+,Prefer not to say,Africa,1,Negative,2024-04,delivery late,Delivery Issues
CUST02859,2024-04-29 02:00:00,6.0,Product quality needs improvement.,18-25,Male,North America,0,Neutral,2024-04,product quality needs improvement,Product Quality
CUST02860,2024-04-29 03:00:00,9.0,Product did not meet expectations.,60+,Non-Binary,Asia,0,Neutral,2024-04,product meet expectations,Other
CUST02861,2024-04-29 04:00:00,3.0,Very satisfied!,18-25,Male,South America,0,Positive,2024-04,satisfied,Other
CUST02862,2024-04-29 05:00:00,10.0,Product did not meet expectations.,36-45,Prefer not to say,North America,0,Neutral,2024-04,product meet expectations,Other
CUST02863,2024-04-29 06:00:00,4.0,Customer support was helpful.,46-60,Male,Africa,0,Neutral,2024-04,customer support helpful,Customer Service
CUST02864,2024-04-29 07:00:00,6.0,Product did not meet expectations.,36-45,Male,North America,1,Neutral,2024-04,product meet expectations,Other
CUST02865,2024-04-29 08:00:00,8.0,Delivery was late.,46-60,Female,North America,1,Negative,2024-04,delivery late,Delivery Issues
CUST02866,2024-04-29 09:00:00,5.0,Had issues with billing.,60+,Female,South America,1,Neutral,2024-04,issues billing,Other
CUST02867,2024-04-29 10:00:00,3.0,Had issues with billing.,18-25,Male,Europe,1,Neutral,2024-04,issues billing,Other
CUST02868,2024-04-29 11:00:00,6.0,Shipping was fast.,26-35,Male,Africa,0,Positive,2024-04,shipping fast,Delivery Issues
CUST02869,2024-04-29 12:00:00,4.0,Very satisfied!,26-35,Non-Binary,South America,0,Positive,2024-04,satisfied,Other
CUST02870,2024-04-29 13:00:00,9.0,Customer support was helpful.,46-60,Prefer not to say,North America,1,Neutral,2024-04,customer support helpful,Customer Service
CUST02871,2024-04-29 14:00:00,3.0,Delivery was late.,46-60,Female,Africa,0,Negative,2024-04,delivery late,Delivery Issues
CUST02872,2024-04-29 15:00:00,4.0,Delivery was late.,36-45,Female,Asia,1,Negative,2024-04,delivery late,Delivery Issues
CUST02873,2024-04-29 16:00:00,7.0,Price is too high.,26-35,Female,North America,0,Positive,2024-04,price high,Pricing
CUST02874,2024-04-29 17:00:00,7.0,Great service!,36-45,Female,Asia,0,Positive,2024-04,great service,Other
CUST02875,2024-04-29 18:00:00,4.0,Very satisfied!,60+,Male,Australia,1,Positive,2024-04,satisfied,Other
CUST02876,2024-04-29 19:00:00,6.0,Delivery was late.,26-35,Male,Asia,1,Negative,2024-04,delivery late,Delivery Issues
CUST02877,2024-04-29 20:00:00,3.0,Website was easy to use.,60+,Non-Binary,North America,1,Positive,2024-04,website easy use,Other
CUST02878,2024-04-29 21:00:00,6.0,Delivery was late.,18-25,Female,South America,0,Negative,2024-04,delivery late,Delivery Issues
CUST02879,2024-04-29 22:00:00,2.0,Price is too high.,36-45,Female,North America,0,Positive,2024-04,price high,Pricing
CUST02880,2024-04-29 23:00:00,8.0,Product did not meet expectations.,46-60,Male,North America,0,Neutral,2024-04,product meet expectations,Other
CUST02881,2024-04-30 00:00:00,2.0,Product quality needs improvement.,26-35,Non-Binary,Australia,1,Neutral,2024-04,product quality needs improvement,Product Quality
CUST02882,2024-04-30 01:00:00,7.0,Product quality needs improvement.,36-45,Male,Europe,1,Neutral,2024-04,product quality needs improvement,Product Quality
CUST02883,2024-04-30 02:00:00,9.0,Website was easy to use.,46-60,Female,North America,1,Positive,2024-04,website easy use,Other
CUST02884,2024-04-30 03:00:00,1.0,Website was easy to use.,18-25,Female,Australia,0,Positive,2024-04,website easy use,Other
CUST02885,2024-04-30 04:00:00,8.0,Shipping was fast.,26-35,Prefer not to say,South America,0,Positive,2024-04,shipping fast,Delivery Issues
CUST02886,2024-04-30 05:00:00,7.0,Product quality needs improvement.,60+,Prefer not to say,Australia,1,Neutral,2024-04,product quality needs improvement,Product Quality
CUST02887,2024-04-30 06:00:00,6.0,Product did not meet expectations.,18-25,Prefer not to say,Australia,1,Neutral,2024-04,product meet expectations,Other
CUST02888,2024-04-30 07:00:00,6.0,Product quality needs improvement.,46-60,Non-Binary,Asia,1,Neutral,2024-04,product quality needs improvement,Product Quality
CUST02889,2024-04-30 08:00:00,6.0,Great service!,26-35,Male,Europe,0,Positive,2024-04,great service,Other
CUST02890,2024-04-30 09:00:00,9.0,Very satisfied!,26-35,Female,Europe,0,Positive,2024-04,satisfied,Other
CUST02891,2024-04-30 10:00:00,2.0,Product quality needs improvement.,18-25,Female,Africa,1,Neutral,2024-04,product quality needs improvement,Product Quality
CUST02892,2024-04-30 11:00:00,1.0,Had issues with billing.,26-35,Non-Binary,South America,1,Neutral,2024-04,issues billing,Other
CUST02893,2024-04-30 12:00:00,6.0,Shipping was fast.,46-60,Female,Africa,1,Positive,2024-04,shipping fast,Delivery Issues
CUST02894,2024-04-30 13:00:00,10.0,Price is too high.,18-25,Female,Australia,0,Positive,2024-04,price high,Pricing
CUST02895,2024-04-30 14:00:00,8.0,Website was easy to use.,60+,Male,South America,0,Positive,2024-04,website easy use,Other
CUST02896,2024-04-30 15:00:00,3.0,Great service!,18-25,Prefer not to say,South America,0,Positive,2024-04,great service,Other
CUST02897,2024-04-30 16:00:00,10.0,Website was easy to use.,18-25,Prefer not to say,Europe,1,Positive,2024-04,website easy use,Other
CUST02898,2024-04-30 17:00:00,1.0,Shipping was fast.,60+,Non-Binary,Europe,1,Positive,2024-04,shipping fast,Delivery Issues
CUST02899,2024-04-30 18:00:00,9.0,Delivery was late.,46-60,Prefer not to say,Europe,1,Negative,2024-04,delivery late,Delivery Issues
CUST02900,2024-04-30 19:00:00,1.0,Great service!,36-45,Prefer not to say,North America,1,Positive,2024-04,great service,Other
CUST02901,2024-04-30 20:00:00,3.0,Customer support was helpful.,36-45,Non-Binary,Australia,1,Neutral,2024-04,customer support helpful,Customer Service
CUST02902,2024-04-30 21:00:00,8.0,Great service!,60+,Non-Binary,South America,1,Positive,2024-04,great service,Other
CUST02903,2024-04-30 22:00:00,3.0,Shipping was fast.,46-60,Prefer not to say,Australia,1,Positive,2024-04,shipping fast,Delivery Issues
CUST02904,2024-04-30 23:00:00,4.0,Price is too high.,26-35,Male,South America,1,Positive,2024-04,price high,Pricing
CUST02905,2024-05-01 00:00:00,8.0,Great service!,60+,Non-Binary,South America,1,Positive,2024-05,great service,Other
CUST02906,2024-05-01 01:00:00,1.0,Shipping was fast.,36-45,Female,Africa,1,Positive,2024-05,shipping fast,Delivery Issues
CUST02907,2024-05-01 02:00:00,6.0,Product did not meet expectations.,46-60,Non-Binary,South America,1,Neutral,2024-05,product meet expectations,Other
CUST02908,2024-05-01 03:00:00,1.0,Very satisfied!,18-25,Female,South America,0,Positive,2024-05,satisfied,Other
CUST02909,2024-05-01 04:00:00,1.0,Product quality needs improvement.,46-60,Non-Binary,Asia,1,Neutral,2024-05,product quality needs improvement,Product Quality
CUST02910,2024-05-01 05:00:00,8.0,Product did not meet expectations.,46-60,Non-Binary,Asia,1,Neutral,2024-05,product meet expectations,Other
CUST02911,2024-05-01 06:00:00,4.0,Shipping was fast.,36-45,Prefer not to say,Africa,0,Positive,2024-05,shipping fast,Delivery Issues
CUST02912,2024-05-01 07:00:00,1.0,Had issues with billing.,36-45,Prefer not to say,North America,1,Neutral,2024-05,issues billing,Other
CUST02913,2024-05-01 08:00:00,10.0,Delivery was late.,26-35,Prefer not to say,Europe,0,Negative,2024-05,delivery late,Delivery Issues
CUST02914,2024-05-01 09:00:00,7.0,Product quality needs improvement.,26-35,Male,South America,0,Neutral,2024-05,product quality needs improvement,Product Quality
CUST02915,2024-05-01 10:00:00,5.0,Had issues with billing.,60+,Prefer not to say,Australia,1,Neutral,2024-05,issues billing,Other
CUST02916,2024-05-01 11:00:00,,Price is too high.,18-25,Prefer not to say,Asia,1,Positive,2024-05,price high,Pricing
CUST02917,2024-05-01 12:00:00,1.0,Website was easy to use.,26-35,Non-Binary,Europe,0,Positive,2024-05,website easy use,Other
CUST02918,2024-05-01 13:00:00,10.0,Customer support was helpful.,36-45,Non-Binary,North America,1,Neutral,2024-05,customer support helpful,Customer Service
CUST02919,2024-05-01 14:00:00,6.0,Product quality needs improvement.,46-60,Male,Europe,1,Neutral,2024-05,product quality needs improvement,Product Quality
CUST02920,2024-05-01 15:00:00,9.0,Product did not meet expectations.,60+,Female,South America,1,Neutral,2024-05,product meet expectations,Other
CUST02921,2024-05-01 16:00:00,9.0,Delivery was late.,26-35,Non-Binary,Europe,0,Negative,2024-05,delivery late,Delivery Issues
CUST02922,2024-05-01 17:00:00,8.0,Had issues with billing.,46-60,Non-Binary,South America,0,Neutral,2024-05,issues billing,Other
CUST02923,2024-05-01 18:00:00,5.0,Shipping was fast.,46-60,Female,Africa,1,Positive,2024-05,shipping fast,Delivery Issues
CUST02924,2024-05-01 19:00:00,1.0,Product quality needs improvement.,26-35,Male,Asia,1,Neutral,2024-05,product quality needs improvement,Product Quality
CUST02925,2024-05-01 20:00:00,9.0,Website was easy to use.,18-25,Non-Binary,Asia,0,Positive,2024-05,website easy use,Other
CUST02926,2024-05-01 21:00:00,1.0,Shipping was fast.,18-25,Prefer not to say,South America,0,Positive,2024-05,shipping fast,Delivery Issues
CUST02927,2024-05-01 22:00:00,8.0,Had issues with billing.,60+,Male,Australia,1,Neutral,2024-05,issues billing,Other
CUST02928,2024-05-01 23:00:00,5.0,Delivery was late.,18-25,Female,Asia,1,Negative,2024-05,delivery late,Delivery Issues
CUST02929,2024-05-02 00:00:00,3.0,Great service!,60+,Female,Australia,1,Positive,2024-05,great service,Other
CUST02930,2024-05-02 01:00:00,7.0,Website was easy to use.,36-45,Prefer not to say,South America,0,Positive,2024-05,website easy use,Other
CUST02931,2024-05-02 02:00:00,7.0,Shipping was fast.,26-35,Prefer not to say,Africa,0,Positive,2024-05,shipping fast,Delivery Issues
CUST02932,2024-05-02 03:00:00,9.0,Website was easy to use.,46-60,Prefer not to say,South America,1,Positive,2024-05,website easy use,Other
CUST02933,2024-05-02 04:00:00,7.0,Price is too high.,60+,Male,Africa,0,Positive,2024-05,price high,Pricing
CUST02934,2024-05-02 05:00:00,,Shipping was fast.,18-25,Female,Asia,1,Positive,2024-05,shipping fast,Delivery Issues
CUST02935,2024-05-02 06:00:00,1.0,Product quality needs improvement.,60+,Prefer not to say,Australia,1,Neutral,2024-05,product quality needs improvement,Product Quality
CUST02936,2024-05-02 07:00:00,8.0,Great service!,60+,Prefer not to say,South America,1,Positive,2024-05,great service,Other
CUST02937,2024-05-02 08:00:00,3.0,Great service!,18-25,Female,Asia,1,Positive,2024-05,great service,Other
CUST02938,2024-05-02 09:00:00,8.0,Customer support was helpful.,18-25,Non-Binary,Africa,1,Neutral,2024-05,customer support helpful,Customer Service
CUST02939,2024-05-02 10:00:00,,Website was easy to use.,26-35,Male,South America,0,Positive,2024-05,website easy use,Other
CUST02940,2024-05-02 11:00:00,5.0,Product did not meet expectations.,46-60,Non-Binary,Africa,0,Neutral,2024-05,product meet expectations,Other
CUST02941,2024-05-02 12:00:00,1.0,Great service!,26-35,Prefer not to say,Europe,1,Positive,2024-05,great service,Other
CUST02942,2024-05-02 13:00:00,,,26-35,Male,Africa,0,Neutral,2024-05,,Other
CUST02943,2024-05-02 14:00:00,7.0,Price is too high.,18-25,Non-Binary,Europe,1,Positive,2024-05,price high,Pricing
CUST02944,2024-05-02 15:00:00,,,18-25,Female,Asia,0,Neutral,2024-05,,Other
CUST02945,2024-05-02 16:00:00,5.0,Price is too high.,46-60,Prefer not to say,South America,0,Positive,2024-05,price high,Pricing
CUST02946,2024-05-02 17:00:00,8.0,Price is too high.,60+,Male,Asia,0,Positive,2024-05,price high,Pricing
CUST02947,2024-05-02 18:00:00,9.0,Very satisfied!,26-35,Male,North America,0,Positive,2024-05,satisfied,Other
CUST02948,2024-05-02 19:00:00,7.0,Website was easy to use.,46-60,Male,Africa,1,Positive,2024-05,website easy use,Other
CUST02949,2024-05-02 20:00:00,7.0,Shipping was fast.,26-35,Male,Asia,0,Positive,2024-05,shipping fast,Delivery Issues
CUST02950,2024-05-02 21:00:00,1.0,Delivery was late.,60+,Prefer not to say,Asia,0,Negative,2024-05,delivery late,Delivery Issues
CUST02951,2024-05-02 22:00:00,4.0,Product did not meet expectations.,26-35,Prefer not to say,Europe,0,Neutral,2024-05,product meet expectations,Other
CUST02952,2024-05-02 23:00:00,2.0,Great service!,36-45,Female,Africa,0,Positive,2024-05,great service,Other
CUST02953,2024-05-03 00:00:00,2.0,Customer support was helpful.,46-60,Female,Europe,0,Neutral,2024-05,customer support helpful,Customer Service
CUST02954,2024-05-03 01:00:00,2.0,Product did not meet expectations.,18-25,Female,South America,0,Neutral,2024-05,product meet expectations,Other
CUST02955,2024-05-03 02:00:00,4.0,Shipping was fast.,26-35,Non-Binary,Asia,0,Positive,2024-05,shipping fast,Delivery Issues
CUST02956,2024-05-03 03:00:00,1.0,Very satisfied!,46-60,Female,Africa,0,Positive,2024-05,satisfied,Other
CUST02957,2024-05-03 04:00:00,4.0,Product did not meet expectations.,46-60,Prefer not to say,Asia,1,Neutral,2024-05,product meet expectations,Other
CUST02958,2024-05-03 05:00:00,2.0,Great service!,26-35,Non-Binary,South America,1,Positive,2024-05,great service,Other
CUST02959,2024-05-03 06:00:00,,Product did not meet expectations.,18-25,Prefer not to say,Australia,1,Neutral,2024-05,product meet expectations,Other
CUST02960,2024-05-03 07:00:00,3.0,Delivery was late.,18-25,Non-Binary,South America,0,Negative,2024-05,delivery late,Delivery Issues
CUST02961,2024-05-03 08:00:00,8.0,Very satisfied!,26-35,Female,Europe,1,Positive,2024-05,satisfied,Other
CUST02962,2024-05-03 09:00:00,4.0,Product did not meet expectations.,46-60,Female,Europe,1,Neutral,2024-05,product meet expectations,Other
CUST02963,2024-05-03 10:00:00,1.0,Great service!,18-25,Female,Asia,1,Positive,2024-05,great service,Other
CUST02964,2024-05-03 11:00:00,1.0,Great service!,26-35,Non-Binary,Europe,0,Positive,2024-05,great service,Other
CUST02965,2024-05-03 12:00:00,10.0,Product did not meet expectations.,26-35,Prefer not to say,Africa,1,Neutral,2024-05,product meet expectations,Other
CUST02966,2024-05-03 13:00:00,3.0,Website was easy to use.,26-35,Male,South America,1,Positive,2024-05,website easy use,Other
CUST02967,2024-05-03 14:00:00,9.0,Customer support was helpful.,46-60,Prefer not to say,Asia,1,Neutral,2024-05,customer support helpful,Customer Service
CUST02968,2024-05-03 15:00:00,,Had issues with billing.,18-25,Female,South America,1,Neutral,2024-05,issues billing,Other
CUST02969,2024-05-03 16:00:00,2.0,Price is too high.,46-60,Non-Binary,South America,1,Positive,2024-05,price high,Pricing
CUST02970,2024-05-03 17:00:00,9.0,Very satisfied!,36-45,Non-Binary,Asia,1,Positive,2024-05,satisfied,Other
CUST02971,2024-05-03 18:00:00,10.0,Had issues with billing.,18-25,Female,Australia,1,Neutral,2024-05,issues billing,Other
CUST02972,2024-05-03 19:00:00,2.0,Shipping was fast.,46-60,Non-Binary,Europe,0,Positive,2024-05,shipping fast,Delivery Issues
CUST02973,2024-05-03 20:00:00,3.0,Shipping was fast.,18-25,Female,North America,1,Positive,2024-05,shipping fast,Delivery Issues
CUST02974,2024-05-03 21:00:00,10.0,Great service!,36-45,Prefer not to say,North America,1,Positive,2024-05,great service,Other
CUST02975,2024-05-03 22:00:00,2.0,Shipping was fast.,60+,Non-Binary,North America,0,Positive,2024-05,shipping fast,Delivery Issues
CUST02976,2024-05-03 23:00:00,3.0,Website was easy to use.,26-35,Male,Europe,0,Positive,2024-05,website easy use,Other
CUST02977,2024-05-04 00:00:00,6.0,Customer support was helpful.,46-60,Non-Binary,Australia,0,Neutral,2024-05,customer support helpful,Customer Service
CUST02978,2024-05-04 01:00:00,9.0,Shipping was fast.,36-45,Female,South America,0,Positive,2024-05,shipping fast,Delivery Issues
CUST02979,2024-05-04 02:00:00,9.0,Delivery was late.,36-45,Male,Asia,0,Negative,2024-05,delivery late,Delivery Issues
CUST02980,2024-05-04 03:00:00,7.0,Customer support was helpful.,18-25,Female,Australia,1,Neutral,2024-05,customer support helpful,Customer Service
CUST02981,2024-05-04 04:00:00,3.0,Website was easy to use.,18-25,Non-Binary,North America,1,Positive,2024-05,website easy use,Other
CUST02982,2024-05-04 05:00:00,4.0,Had issues with billing.,26-35,Male,Africa,1,Neutral,2024-05,issues billing,Other
CUST02983,2024-05-04 06:00:00,6.0,Customer support was helpful.,18-25,Male,Europe,0,Neutral,2024-05,customer support helpful,Customer Service
CUST02984,2024-05-04 07:00:00,5.0,Customer support was helpful.,46-60,Non-Binary,Europe,1,Neutral,2024-05,customer support helpful,Customer Service
CUST02985,2024-05-04 08:00:00,2.0,Had issues with billing.,46-60,Male,Asia,1,Neutral,2024-05,issues billing,Other
CUST02986,2024-05-04 09:00:00,6.0,Website was easy to use.,46-60,Prefer not to say,Africa,0,Positive,2024-05,website easy use,Other
CUST02987,2024-05-04 10:00:00,3.0,Shipping was fast.,60+,Male,South America,0,Positive,2024-05,shipping fast,Delivery Issues
CUST02988,2024-05-04 11:00:00,8.0,Great service!,46-60,Male,Australia,1,Positive,2024-05,great service,Other
CUST02989,2024-05-04 12:00:00,2.0,Very satisfied!,18-25,Prefer not to say,Africa,0,Positive,2024-05,satisfied,Other
CUST02990,2024-05-04 13:00:00,1.0,Had issues with billing.,18-25,Female,Australia,1,Neutral,2024-05,issues billing,Other
CUST02991,2024-05-04 14:00:00,9.0,Had issues with billing.,46-60,Female,Australia,0,Neutral,2024-05,issues billing,Other
CUST02992,2024-05-04 15:00:00,3.0,Had issues with billing.,36-45,Prefer not to say,South America,1,Neutral,2024-05,issues billing,Other
CUST02993,2024-05-04 16:00:00,1.0,Had issues with billing.,36-45,Male,South America,1,Neutral,2024-05,issues billing,Other
CUST02994,2024-05-04 17:00:00,7.0,Very satisfied!,36-45,Non-Binary,South America,1,Positive,2024-05,satisfied,Other
CUST02995,2024-05-04 18:00:00,10.0,Very satisfied!,26-35,Prefer not to say,Asia,0,Positive,2024-05,satisfied,Other
CUST02996,2024-05-04 19:00:00,5.0,Shipping was fast.,60+,Non-Binary,Europe,0,Positive,2024-05,shipping fast,Delivery Issues
CUST02997,2024-05-04 20:00:00,5.0,Product did not meet expectations.,46-60,Female,North America,0,Neutral,2024-05,product meet expectations,Other
CUST02998,2024-05-04 21:00:00,1.0,Product did not meet expectations.,26-35,Prefer not to say,South America,0,Neutral,2024-05,product meet expectations,Other
CUST02999,2024-05-04 22:00:00,9.0,Product quality needs improvement.,36-45,Non-Binary,Europe,1,Neutral,2024-05,product quality needs improvement,Product Quality
CUST03000,2024-05-04 23:00:00,7.0,Had issues with billing.,46-60,Male,South America,1,Neutral,2024-05,issues billing,Other
CUST03001,2024-05-05 00:00:00,8.0,Had issues with billing.,26-35,Prefer not to say,North America,1,Neutral,2024-05,issues billing,Other
CUST03002,2024-05-05 01:00:00,,Customer support was helpful.,18-25,Non-Binary,Africa,1,Neutral,2024-05,customer support helpful,Customer Service
CUST03003,2024-05-05 02:00:00,6.0,Product did not meet expectations.,36-45,Prefer not to say,South America,0,Neutral,2024-05,product meet expectations,Other
CUST03004,2024-05-05 03:00:00,5.0,Shipping was fast.,26-35,Prefer not to say,Europe,0,Positive,2024-05,shipping fast,Delivery Issues
CUST03005,2024-05-05 04:00:00,6.0,Great service!,18-25,Female,Asia,0,Positive,2024-05,great service,Other
CUST03006,2024-05-05 05:00:00,2.0,Product quality needs improvement.,36-45,Female,Africa,0,Neutral,2024-05,product quality needs improvement,Product Quality
CUST03007,2024-05-05 06:00:00,4.0,Product quality needs improvement.,60+,Male,Africa,1,Neutral,2024-05,product quality needs improvement,Product Quality
CUST03008,2024-05-05 07:00:00,3.0,Shipping was fast.,36-45,Female,Africa,0,Positive,2024-05,shipping fast,Delivery Issues
CUST03009,2024-05-05 08:00:00,7.0,Great service!,60+,Female,North America,0,Positive,2024-05,great service,Other
CUST03010,2024-05-05 09:00:00,9.0,Customer support was helpful.,60+,Female,Europe,0,Neutral,2024-05,customer support helpful,Customer Service
CUST03011,2024-05-05 10:00:00,5.0,Very satisfied!,60+,Non-Binary,Australia,1,Positive,2024-05,satisfied,Other
CUST03012,2024-05-05 11:00:00,6.0,Price is too high.,46-60,Prefer not to say,Australia,1,Positive,2024-05,price high,Pricing
CUST03013,2024-05-05 12:00:00,10.0,Product did not meet expectations.,46-60,Female,Australia,1,Neutral,2024-05,product meet expectations,Other
CUST03014,2024-05-05 13:00:00,2.0,Had issues with billing.,60+,Non-Binary,Asia,0,Neutral,2024-05,issues billing,Other
CUST03015,2024-05-05 14:00:00,3.0,Shipping was fast.,18-25,Prefer not to say,South America,1,Positive,2024-05,shipping fast,Delivery Issues
CUST03016,2024-05-05 15:00:00,3.0,Product did not meet expectations.,60+,Female,South America,1,Neutral,2024-05,product meet expectations,Other
CUST03017,2024-05-05 16:00:00,9.0,Had issues with billing.,26-35,Female,South America,1,Neutral,2024-05,issues billing,Other
CUST03018,2024-05-05 17:00:00,7.0,Price is too high.,60+,Prefer not to say,Asia,1,Positive,2024-05,price high,Pricing
CUST03019,2024-05-05 18:00:00,8.0,Price is too high.,46-60,Non-Binary,Australia,1,Positive,2024-05,price high,Pricing
CUST03020,2024-05-05 19:00:00,10.0,Very satisfied!,46-60,Non-Binary,Africa,1,Positive,2024-05,satisfied,Other
CUST03021,2024-05-05 20:00:00,9.0,Website was easy to use.,26-35,Male,South America,0,Positive,2024-05,website easy use,Other
CUST03022,2024-05-05 21:00:00,6.0,Price is too high.,26-35,Prefer not to say,Africa,0,Positive,2024-05,price high,Pricing
CUST03023,2024-05-05 22:00:00,4.0,Product did not meet expectations.,36-45,Male,Africa,1,Neutral,2024-05,product meet expectations,Other
CUST03024,2024-05-05 23:00:00,1.0,Delivery was late.,18-25,Non-Binary,Asia,0,Negative,2024-05,delivery late,Delivery Issues
CUST03025,2024-05-06 00:00:00,8.0,Delivery was late.,18-25,Female,Asia,1,Negative,2024-05,delivery late,Delivery Issues
CUST03026,2024-05-06 01:00:00,7.0,Had issues with billing.,18-25,Male,Europe,0,Neutral,2024-05,issues billing,Other
CUST03027,2024-05-06 02:00:00,2.0,Had issues with billing.,46-60,Non-Binary,South America,1,Neutral,2024-05,issues billing,Other
CUST03028,2024-05-06 03:00:00,8.0,Website was easy to use.,18-25,Non-Binary,Australia,0,Positive,2024-05,website easy use,Other
CUST03029,2024-05-06 04:00:00,5.0,Delivery was late.,36-45,Female,North America,1,Negative,2024-05,delivery late,Delivery Issues
CUST03030,2024-05-06 05:00:00,7.0,Had issues with billing.,36-45,Prefer not to say,Asia,1,Neutral,2024-05,issues billing,Other
CUST03031,2024-05-06 06:00:00,4.0,Price is too high.,18-25,Non-Binary,Africa,0,Positive,2024-05,price high,Pricing
CUST03032,2024-05-06 07:00:00,5.0,Had issues with billing.,26-35,Male,Europe,1,Neutral,2024-05,issues billing,Other
CUST03033,2024-05-06 08:00:00,8.0,Product quality needs improvement.,36-45,Female,North America,0,Neutral,2024-05,product quality needs improvement,Product Quality
CUST03034,2024-05-06 09:00:00,1.0,Website was easy to use.,26-35,Prefer not to say,Asia,1,Positive,2024-05,website easy use,Other
CUST03035,2024-05-06 10:00:00,1.0,Shipping was fast.,46-60,Prefer not to say,Europe,1,Positive,2024-05,shipping fast,Delivery Issues
CUST03036,2024-05-06 11:00:00,4.0,Great service!,36-45,Prefer not to say,Africa,1,Positive,2024-05,great service,Other
CUST03037,2024-05-06 12:00:00,3.0,Customer support was helpful.,26-35,Non-Binary,South America,1,Neutral,2024-05,customer support helpful,Customer Service
CUST03038,2024-05-06 13:00:00,10.0,Great service!,18-25,Prefer not to say,Europe,0,Positive,2024-05,great service,Other
CUST03039,2024-05-06 14:00:00,2.0,Great service!,46-60,Non-Binary,Asia,0,Positive,2024-05,great service,Other
CUST03040,2024-05-06 15:00:00,3.0,Very satisfied!,60+,Female,South America,0,Positive,2024-05,satisfied,Other
CUST03041,2024-05-06 16:00:00,1.0,Shipping was fast.,60+,Female,Africa,0,Positive,2024-05,shipping fast,Delivery Issues
CUST03042,2024-05-06 17:00:00,1.0,Had issues with billing.,18-25,Prefer not to say,Australia,0,Neutral,2024-05,issues billing,Other
CUST03043,2024-05-06 18:00:00,6.0,Very satisfied!,46-60,Female,Europe,1,Positive,2024-05,satisfied,Other
CUST03044,2024-05-06 19:00:00,5.0,Great service!,46-60,Male,North America,1,Positive,2024-05,great service,Other
CUST03045,2024-05-06 20:00:00,8.0,Product quality needs improvement.,46-60,Male,Africa,0,Neutral,2024-05,product quality needs improvement,Product Quality
CUST03046,2024-05-06 21:00:00,2.0,Customer support was helpful.,46-60,Non-Binary,South America,1,Neutral,2024-05,customer support helpful,Customer Service
CUST03047,2024-05-06 22:00:00,4.0,Great service!,60+,Prefer not to say,Africa,0,Positive,2024-05,great service,Other
CUST03048,2024-05-06 23:00:00,8.0,Delivery was late.,26-35,Non-Binary,South America,1,Negative,2024-05,delivery late,Delivery Issues
CUST03049,2024-05-07 00:00:00,6.0,Shipping was fast.,46-60,Female,Africa,0,Positive,2024-05,shipping fast,Delivery Issues
CUST03050,2024-05-07 01:00:00,1.0,Shipping was fast.,26-35,Prefer not to say,Australia,1,Positive,2024-05,shipping fast,Delivery Issues
CUST03051,2024-05-07 02:00:00,4.0,Shipping was fast.,46-60,Non-Binary,Europe,1,Positive,2024-05,shipping fast,Delivery Issues
CUST03052,2024-05-07 03:00:00,1.0,Website was easy to use.,36-45,Prefer not to say,North America,0,Positive,2024-05,website easy use,Other
CUST03053,2024-05-07 04:00:00,2.0,Website was easy to use.,36-45,Prefer not to say,Australia,1,Positive,2024-05,website easy use,Other
CUST03054,2024-05-07 05:00:00,,,36-45,Non-Binary,Europe,0,Neutral,2024-05,,Other
CUST03055,2024-05-07 06:00:00,8.0,Product did not meet expectations.,46-60,Prefer not to say,North America,1,Neutral,2024-05,product meet expectations,Other
CUST03056,2024-05-07 07:00:00,8.0,Customer support was helpful.,26-35,Female,Africa,0,Neutral,2024-05,customer support helpful,Customer Service
CUST03057,2024-05-07 08:00:00,3.0,Very satisfied!,60+,Male,North America,1,Positive,2024-05,satisfied,Other
CUST03058,2024-05-07 09:00:00,4.0,Had issues with billing.,18-25,Male,Asia,0,Neutral,2024-05,issues billing,Other
CUST03059,2024-05-07 10:00:00,10.0,Great service!,60+,Prefer not to say,North America,1,Positive,2024-05,great service,Other
CUST03060,2024-05-07 11:00:00,6.0,Product did not meet expectations.,46-60,Male,Europe,1,Neutral,2024-05,product meet expectations,Other
